ID,Twitter URL,Local Image Path,Reply Text
163,https://twitter.com/AltPhinny/status/1383057252660224001/photo/1,downloaded_images/twitter_1383057252660224001.jpg,LANGUAGE!
164,https://twitter.com/AltPhinny/status/1383057336613359617/photo/1,downloaded_images/twitter_1383057336613359617.jpg,I'd look so cute in this!!
165,https://twitter.com/AltPhinny/status/1383057404837904396/photo/1,downloaded_images/twitter_1383057404837904396.jpg,Why does Bad keep embarrassing himself?
166,https://twitter.com/AltPhinny/status/1383057465554702341/photo/1,downloaded_images/twitter_1383057465554702341.jpg,WHAT ARE YOU DOING!? I haven't done my hair yet!!
167,https://twitter.com/AltPhinny/status/1383057666138898433/photo/1,downloaded_images/twitter_1383057666138898433.jpg,"To be honest, I don't like potatoes"
168,https://twitter.com/AltPhinny/status/1383057756660318208/photo/1,downloaded_images/twitter_1383057756660318208.jpg,I'm so cute that I'm gonna be on the Vogue cover next year
169,https://twitter.com/AltPhinny/status/1383057991528812551/photo/1,downloaded_images/twitter_1383057991528812551.jpg,Only a bar separates us
170,https://twitter.com/AltPhinny/status/1383058165965668357/photo/1,downloaded_images/twitter_1383058165965668357.jpg,You people are awesome!
171,https://twitter.com/AltPhinny/status/1383058230994206723/photo/1,downloaded_images/twitter_1383058230994206723.jpg,"All I want for Christmas, is treats!!"
172,https://twitter.com/AltPhinny/status/1383058372199596033/photo/1,downloaded_images/twitter_1383058372199596033.jpg,I'm not coming out until Bad gives me a muffin!
173,https://twitter.com/AltPhinny/status/1383058558951043072/photo/1,downloaded_images/twitter_1383058558951043072.jpg,I wasn't given any muffins :(
174,https://twitter.com/AltPhinny/status/1383091640391364608/photo/1,downloaded_images/twitter_1383091640391364608.jpg,Why do I hear so much language in Bad's Jackbox game?
175,https://twitter.com/AltPhinny/status/1383091747203452931/photo/1,downloaded_images/twitter_1383091747203452931.jpg,I'm a birthday Rat!
176,https://twitter.com/AltPhinny/status/1383091824470937601/photo/1,downloaded_images/twitter_1383091824470937601.jpg,Why do we even have birthday parties?
177,https://twitter.com/AltPhinny/status/1383091879462510597/photo/1,downloaded_images/twitter_1383091879462510597.jpg,"Bad's getting stalkerish, taking pictures while I'm sleeping"
178,https://twitter.com/AltPhinny/status/1383091942993563649/photo/1,downloaded_images/twitter_1383091942993563649.jpg,That's how I look whenever Bad says Lucy
179,https://twitter.com/AltPhinny/status/1383092028683264002/photo/1,downloaded_images/twitter_1383092028683264002.jpg,Are there phones on your game?
180,https://twitter.com/AltPhinny/status/1383092107510960129/photo/1,downloaded_images/twitter_1383092107510960129.jpg,I can count the individual pixels in this picture
181,https://twitter.com/AltPhinny/status/1383092189023109125/photo/1,downloaded_images/twitter_1383092189023109125.jpg,"When I'm sleeping, I only think about treats, language, muffins, and 14"
182,https://twitter.com/AltPhinny/status/1383092260984786945/photo/1,downloaded_images/twitter_1383092260984786945.jpg,"Do you play Club Penguin, "
183,https://twitter.com/AltPhinny/status/1383092347379007491/photo/1,downloaded_images/twitter_1383092347379007491.jpg,"Are you subscribed to BadBoyHalo and Skeppy? (and PhineasCPR, shhhhh)"
184,https://twitter.com/AltPhinny/status/1383092426563325969/photo/1,downloaded_images/twitter_1383092426563325969.jpg,I am making this apology video because of what I did on camera to get treats
185,https://twitter.com/AltPhinny/status/1383092538056261647/photo/1,downloaded_images/twitter_1383092538056261647.jpg,I am very sad that you don't think I'm as cute as I know I am
186,https://twitter.com/AltPhinny/status/1383092686131974153/photo/1,downloaded_images/twitter_1383092686131974153.jpg,DRY ME!
187,https://twitter.com/AltPhinny/status/1383092762904563713/photo/1,downloaded_images/twitter_1383092762904563713.jpg,"This is a random time to take a picture of me, Bad"
188,https://twitter.com/AltPhinny/status/1386845025745702917/photo/1,downloaded_images/twitter_1386845025745702917.jpg,This is not my full height
189,https://twitter.com/AltPhinny/status/1386845182302302216/photo/1,downloaded_images/twitter_1386845182302302216.jpg,Num num num num num (I'm trying to imitate Stampy)
190,https://twitter.com/AltPhinny/status/1386845748822777857/photo/1,downloaded_images/twitter_1386845748822777857.jpg,Pouting gets me treats
191,https://twitter.com/AltPhinny/status/1386845804397223943/photo/1,downloaded_images/twitter_1386845804397223943.jpg,Bad thinks I'm a garden gnome for some reason...
192,https://twitter.com/AltPhinny/status/1386846296422690819/photo/1,downloaded_images/twitter_1386846296422690819.jpg,Time for bed
193,https://twitter.com/AltPhinny/status/1386846407517212674/photo/1,downloaded_images/twitter_1386846407517212674.jpg,I'm a supermodel
194,https://twitter.com/AltPhinny/status/1386846476748328965/photo/1,downloaded_images/twitter_1386846476748328965.jpg,I'm a bit worried about something...
195,https://twitter.com/AltPhinny/status/1386846559300636672/photo/1,downloaded_images/twitter_1386846559300636672.jpg,Bad's obsession with the camera is getting annoying
196,https://twitter.com/AltPhinny/status/1386846631572684805/photo/1,downloaded_images/twitter_1386846631572684805.jpg,"Again, parties are overrated"
197,https://twitter.com/AltPhinny/status/1386846754767872009/photo/1,downloaded_images/twitter_1386846754767872009.jpg,Peek-a-boo!
198,https://twitter.com/AltPhinny/status/1386847122293678080/photo/1,downloaded_images/twitter_1386847122293678080.jpg,"There's someone behind me, "
199,https://twitter.com/AltPhinny/status/1386847215650476043/photo/1,downloaded_images/twitter_1386847215650476043.jpg,Flip the camera!!
200,https://twitter.com/AltPhinny/status/1386847337088180224/photo/1,downloaded_images/twitter_1386847337088180224.jpg,Those eyes are eyes that want food
